gene,ratio,log2FC_mrna,Acetate,Glucose,log2FC_protein,avg_exp,category
ilvg,0.5900340018199689,-0.76113,13.104484818098369,52.24321244842615,-1.91644364854703,32.67384863326226,Protein specific
rpmb,0.590051670037983,-0.7610868,4189.743762184038,9795.059797896123,-1.224995268172874,6992.401780040082,Protein specific
metk,0.5906190518652465,-0.7597002,3545.7395693511767,12499.04987483635,-1.8173685464135565,8022.394722093763,Protein specific
rlud,0.5911849303810833,-0.7583186,316.8685423650456,390.7681330728158,-0.3015698034471477,353.8183377189307,unchanged
ychj,0.5933823006482986,-0.7529662,1.9118712232539337,7.17381546177934,-1.4890631182200993,4.542843342516637,Protein specific
dmsa,0.5939158335896343,-0.7516696,0.8692479959560533,1.3944193596315733,-0.3572178623255975,1.1318336777938134,unchanged
gapa,0.5961505022663433,-0.7462515,20252.173836361828,47083.36905530889,-1.2171001895135092,33667.77144583536,Protein specific
rnhb,0.6006634980692773,-0.7353711,21.83395514235398,90.91099812496508,-2.009056730567803,56.37247663365953,Protein specific
rpsg,0.6008146514848038,-0.7350081,22645.065596290955,54021.67619245677,-1.2543046842136487,38333.37089437386,Protein specific
cysj,0.6010740327299146,-0.7343854,1570.503736783082,3317.175124705299,-1.0782443273804212,2443.8394307441904,Protein specific
entf,0.6016058913138653,-0.7331094,33.085170385092276,42.72032972014751,-0.3591600864325581,37.90275005261989,unchanged
rpsr,0.6061239691040996,-0.7223152,11888.748336148694,25415.946193968273,-1.0960725245558134,18652.347265058484,Protein specific
serb,0.6069747049474191,-0.7202917,45.44465514015733,188.37138425653936,-2.0276338572457417,116.90801969834834,Protein specific
htrb,0.6072921391360967,-0.7195374,0.105984935,0.351246712,-0.2889593731795473,0.2286158235,unchanged
hisc,0.6078061172435378,-0.7183169,652.5201760092463,2202.847873037417,-1.7537209592734817,1427.6840245233316,Protein specific
rpma,0.6078353561040881,-0.7182475,9417.738721061944,23305.149524595116,-1.3071048881963474,16361.44412282853,Protein specific
pgi,0.6092281036944769,-0.7149456,2918.384296594077,4600.986034879098,-0.6565924713833269,3759.685165736588,unchanged
biob,0.6094084459664604,-0.7145186,93.27622446067572,366.0476423847845,-1.9610014471290125,229.66193342273013,Protein specific
pyrc,0.6094732470665667,-0.7143652,2402.876635225755,4485.425929377848,-0.9002037324222734,3444.151282301801,unchanged
spea,0.6104015369928609,-0.7121695,636.7994549279093,1294.7651321463336,-1.0226294720810731,965.7822935371214,Protein specific
rpsi,0.6107487030558659,-0.7113492,4480.344419473789,8821.472886914671,-0.9772514804145,6650.90865319423,unchanged
arog,0.6110897129099732,-0.7105439,2753.648328029785,6678.306633936416,-1.2778301980565594,4715.977480983101,Protein specific
oppb,0.6118744656822871,-0.7086924,14.999915077073354,45.60363265049155,-1.5423781664380956,30.30177386378245,Protein specific
arga,0.6119077599343516,-0.7086139,157.347363918196,332.6205222660581,-1.075115186811919,244.98394309212705,Protein specific
ybiu,0.6126158929359568,-0.7069453,20.43915983154063,55.85118573742192,-1.4069420696722954,38.145172784481275,Protein specific
yhgf,0.6133630653008842,-0.7051868,104.4502169978536,169.47367507369188,-0.692986908307808,136.96194603577274,unchanged
fbaa,0.6135635992298994,-0.7047152,11352.075386240947,20048.94266376999,-0.8205149550805597,15700.50902500547,unchanged
rpsd,0.6144866189711526,-0.7025465,6649.877228535305,13608.366632274216,-1.0329833817267868,10129.12193040476,Protein specific
ilve,0.6158386846621771,-0.6993756,1254.634620362733,2609.040458642553,-1.0556554578339608,1931.8375395026428,Protein specific
rplp,0.6160381918494362,-0.6989083,16059.218053341358,33115.17045082486,-1.0440443686396854,24587.194252083107,Protein specific
pyrg,0.6168525159798665,-0.6970025,389.7639993524116,960.169485123022,-1.29849328745307,674.9667422377167,Protein specific
aroa,0.6174176368608429,-0.6956814,637.3199998690378,2056.458783017019,-1.688511773292822,1346.8893914430284,Protein specific
ttca,0.6178836056797916,-0.694593,19.05964597301856,77.78898027578566,-1.9736977185558835,48.42431312440211,Protein specific
yqji,0.6183234816504659,-0.6935663,51.422694545652305,84.53175138596302,-0.7062685709366994,67.97722296580767,unchanged
rpmg,0.6186148623487548,-0.6928866,10243.197196915604,27959.876635842786,-1.4486026634811804,19101.53691637919,Protein specific
acef,0.6194559929603773,-0.6909263,3566.5039331861476,9057.41226226973,-1.3443431798732297,6311.958097727939,Protein specific
rpsh,0.6253438544487673,-0.6772784,9190.241291482327,22152.293187250176,-1.269189559864877,15671.267239366252,Protein specific
yaaa,0.6289270534875817,-0.6690354,431.51263499596024,803.4212711294324,-0.8952089521760556,617.4669530626963,unchanged
rlmb,0.6314915348874633,-0.6631647,214.55747954411044,471.0554286620982,-1.1308836476291466,342.80645410310433,Protein specific
guaa,0.6315642000196711,-0.6629987,1392.0048392961928,3870.4724397018504,-1.474682102041994,2631.2386394990217,Protein specific
ente,0.6326839486957374,-0.6604431,48.22657068724571,92.28271177955794,-0.9221724897104666,70.25464123340183,unchanged
sela,0.6335627849118772,-0.6584405,107.39456292151444,180.89400670317832,-0.7468056150214855,144.14428481234637,unchanged
chaa,0.634496231270098,-0.6563165,12.698315487096709,42.709707464709275,-1.673955230038711,27.70401147590299,Protein specific
waau,0.6357274989800922,-0.6535196,1.9844230047712657,2.6102583243539694,-0.2746500356499564,2.2973406645626175,unchanged
rplv,0.6368589551564388,-0.6509542,18436.181340797055,49716.943111931185,-1.4311484969404995,34076.56222636412,Protein specific
prfc,0.6375574263533331,-0.6493728,402.0860326104185,824.5257283506255,-1.034225385869707,613.305880480522,Protein specific
ispb,0.6405127525983488,-0.6427008,64.80825728385507,82.07491370178316,-0.3361442719264067,73.44158549281912,unchanged
rple,0.6407525854741118,-0.6421607,13321.296880786207,31769.313512811867,-1.253836489661312,22545.30519679904,Protein specific
hisd,0.6408969903079522,-0.6418356,1065.4279143022682,3447.2535189421155,-1.693079397341858,2256.340716622192,Protein specific
yfbu,0.6411360782533055,-0.6412975,858.458815392978,1231.6106410507325,-0.5202167373363125,1045.0347282218552,unchanged
ycia,0.6413255102224819,-0.6408713,21.766696702684506,67.0040429632368,-1.5786955386021717,44.38536983296065,Protein specific
rpls,0.6420419638228084,-0.6392605,2859.992524221686,5503.056009235051,-0.9439794230678124,4181.524266728368,unchanged
frub,0.642106763399027,-0.6391149,137.58822592106813,301.03724294149737,-1.1239217579411669,219.31273443128276,Protein specific
folx,0.644812760756983,-0.6330478,640.0187708812063,1181.8886301068214,-0.8838757403476087,910.953700494014,unchanged
potc,0.645155930975342,-0.6322802,27.388979483151843,30.41865216149367,-0.1462903028267081,28.903815822322755,unchanged
asna,0.6452253382884333,-0.632125,535.1631684506021,1765.8597013829312,-1.7204434639372934,1150.5114349167666,Protein specific
pntb,0.6465951091220481,-0.6290655,835.1789257711426,2976.7772741056237,-1.8323522614152896,1905.9780999383831,Protein specific
entc,0.6483032003879057,-0.6252594,72.77128063146137,192.84242801060003,-1.3937531953406586,132.8068543210307,Protein specific
trmb,0.6502137184605257,-0.6210141,256.4916919220293,443.1700081089474,-0.7865860965448999,349.83085001548835,unchanged
ygbm,0.6502292675827397,-0.6209796,0.896770651,7.297392373,-2.1291127658814,4.097081512,Protein specific
zint,0.6506408911003846,-0.6200666,0.6278011091799939,26.820957296274862,-4.0951757210691815,13.72437920272743,Protein specific
glya,0.6519636342440275,-0.6171366,9091.413866804278,24509.624564409525,-1.4306719874384122,16800.519215606902,Protein specific
glmu,0.6525168671340664,-0.6159129,265.64053295147914,408.9099344550093,-0.6204108489529627,337.2752337032442,unchanged
cysw,0.652688760057175,-0.6155329,26.58142672218446,39.22091043361394,-0.5442486526142067,32.9011685778992,unchanged
livg,0.6541150437790618,-0.6123837,169.3702369276571,202.7227968287736,-0.2579341047658854,186.04651687821536,unchanged
proq,0.6544049199911004,-0.6117445,1373.937161219977,2318.2051830282744,-0.7542647780688068,1846.0711721241255,unchanged
gnd,0.6546633409500048,-0.6111749,5501.211390639303,14100.359796740837,-1.3577508156408786,9800.78559369007,Protein specific
yiep,0.6549732539340212,-0.6104921,89.29448390691093,158.0569568478532,-0.8168337127645504,123.67572037738206,unchanged
aroh,0.6556398728675135,-0.6090245,99.5151781154009,300.07053110188144,-1.5826881339851653,199.79285460864116,Protein specific
folp,0.6563574860729068,-0.6074463,146.66334742379323,223.20404077459116,-0.60250051083933,184.9336940991922,unchanged
bord,0.6569528791124313,-0.6061382,712.7387286482912,2524.5023932696768,-1.823102446178039,1618.620560958984,Protein specific
nudc,0.6573466601560671,-0.6052737,76.7656902422121,146.55577566224056,-0.924054699912996,111.66073295222634,unchanged
suhb,0.6578082467290322,-0.604261,729.5121693618754,1438.6620662846474,-0.9787499940337714,1084.0871178232617,unchanged
rpsk,0.6579717735657771,-0.6039024,4946.778236782317,10768.814787511352,-1.1221406953581037,7857.796512146835,Protein specific
rpst,0.658769195343275,-0.602155,10865.71733900959,28842.62009597315,-1.4083360541072434,19854.16871749137,Protein specific
rpsb,0.6591864991559763,-0.6012414,13073.811360574931,29156.38912066664,-1.1570714084102889,21115.100240620784,Protein specific
prop,0.6599348449377614,-0.5996045,53.51662941727991,268.40091987295835,-2.3049865039550035,160.95877464511912,Protein specific
yqjh,0.6599370406149043,-0.5995997,413.82373233609246,434.9288550142887,-0.0715942677249934,424.3762936751906,unchanged
codb,0.6606129242779761,-0.5981229,58.116924984197304,211.3079844859568,-1.8445154956168848,134.71245473507705,Protein specific
purh,0.6614579729384928,-0.5962786,1137.7671991209506,2728.1407806811144,-1.260973973253254,1932.9539899010324,Protein specific
alr,0.6615130396067809,-0.5961585,17.006380925989024,14.55893807840616,0.2107646478708158,15.782659502197593,unchanged
yrbl,0.6633518951976849,-0.5921537,8.100395262813418,11.605255325659328,-0.4700242277854949,9.852825294236371,unchanged
thii,0.6642568475253682,-0.5901869,83.09127072383676,197.52403487327192,-1.2392857306062035,140.30765279855436,Protein specific
narp,0.6643186398048236,-0.5900527,145.64683303638003,251.24443084502684,-0.782476502076725,198.44563194070344,unchanged
yegd,0.6651730393873646,-0.5881984,6.799780769819682,21.621223925512425,-1.5361715092163712,14.210502347666054,Protein specific
oxyr,0.6677575093173695,-0.5826038,208.75384498193696,395.4546474662879,-0.9184585810478384,302.10424622411244,unchanged
vals,0.6677617675899079,-0.5825946,827.8702680622952,1719.4514437355033,-1.053568956685476,1273.6608558988992,Protein specific
rpmc,0.6682426178233318,-0.5815561,24943.809555086777,52938.96888948813,-1.085617692109215,38941.38922228746,Protein specific
ubib,0.6684914900846618,-0.5810189,2.541797514252189,3.157779900271136,-0.231331653411581,2.849788707261663,unchanged
purl,0.6688633496009898,-0.5802166,1437.6603757671162,2456.2659852354395,-0.7723279742077889,1946.9631805012775,unchanged
nada,0.6692313802383479,-0.579423,221.00270936466492,367.89754737829907,-0.7326429136653392,294.450128371482,unchanged
asd,0.669245482212592,-0.5793926,8322.5576953621,13769.483388685638,-0.7263069946367864,11046.020542023867,unchanged
smpb,0.6693181770369496,-0.5792359,206.88628543785995,330.39712224696297,-0.6727664900486721,268.64170384241146,unchanged
pare,0.670233173370578,-0.577265,20.75206732098077,39.38237115842719,-0.8925731033237714,30.06721923970398,unchanged
tolr,0.6705580796047995,-0.5765658,57.447699305089074,173.8194822821931,-1.5806478292916797,115.63359079364108,Protein specific
rimj,0.6727686570562655,-0.5718176,92.10628168,172.3234083,-0.8965161000238515,132.21484499000002,unchanged
ghrb,0.6729813360959711,-0.5713616,852.1083987056405,1787.7135540732856,-1.0681213998336432,1319.910976389463,Protein specific
secy,0.6730598017843938,-0.5711934,352.2405314370259,650.9728143752714,-0.8841609191209585,501.6066729061486,unchanged
rplj,0.673085881288912,-0.5711375,14819.022319909764,34448.1455905131,-1.2169205811392327,24633.58395521143,Protein specific
rpld,0.6732843332249959,-0.5707122,8447.615724801191,21083.67839267807,-1.3194081306770915,14765.64705873963,Protein specific
hsdm,0.6734657581770906,-0.5703235,105.4646385314232,345.81583242970464,-1.7037954311176984,225.64023548056392,Protein specific
yhfz,0.6742840141820722,-0.5685717,2.712601379,38.80683784,-3.4225139448905795,20.7597196095,Protein specific
hisp,0.674874384023435,-0.5673091,59.91001491095927,142.4867939482545,-1.2361665994024076,101.19840442960688,Protein specific
hisa,0.6749406727358683,-0.5671674,689.9953749069468,2120.6159829899025,-1.6184155897527432,1405.3056789484249,Protein specific
znta,0.6777462355767898,-0.5611829,4.446494800931967,11.577466432706128,-1.2074413804835915,8.011980616819049,Protein specific
mepa,0.6778814981278407,-0.560895,1.4339951419362706,6.866500404609274,-1.6923956735127144,4.150247773272772,Protein specific
recf,0.6787916861723365,-0.5589592,5.694336257,34.02669961,-2.387442132000858,19.8605179335,Protein specific
phes,0.6803493755945287,-0.5556523,2650.6694520942506,5078.273228197233,-0.9377211373056636,3864.471340145742,unchanged
tdce,0.6816294149972398,-0.5529405,0.018563004,30.48107378,-4.949877623014959,15.249818392,Protein specific
ebgr,0.6817977766717984,-0.5525842,12.13022299928121,23.705490668045957,-0.9119402903011636,17.917856833663585,unchanged
dham,0.6818278810777617,-0.5525205,69.47841643832847,340.4295992870476,-2.2763347200249537,204.95400786268803,Protein specific
rpss,0.68271719814944,-0.55064,7898.893911060137,19008.14314274408,-1.2667883180956243,13453.51852690211,Protein specific
ftsb,0.6829877936361708,-0.5500683,11.8479914230252,27.536398592177957,-1.151260437544558,19.69219500760158,Protein specific
phet,0.6832275237206564,-0.549562,2817.753886850856,5023.441084835614,-0.8339056031341112,3920.5974858432346,unchanged
pita,0.68338775368372,-0.5492237,91.90385572159671,208.4500445979459,-1.1727958133028418,150.1769501597713,Protein specific
yqgf,0.6835981036532788,-0.5487797,40.256654859343094,70.43980490413281,-0.7921012901241253,55.34822988173795,unchanged
argb,0.6836364852926886,-0.5486987,2342.942993302909,6390.853199917133,-1.4472967920223727,4366.898096610021,Protein specific
miab,0.6848340312307584,-0.5461737,313.9979886120419,967.0369128692154,-1.619719444469613,640.5174507406286,Protein specific
djla,0.685255876388941,-0.5452853,2.034611260192513,1.012053879799505,0.5928427772997849,1.523332569996009,unchanged
hiss,0.6862468847198583,-0.5432004,979.446005775294,1888.9979850975355,-0.9468746094712176,1434.2219954364148,unchanged
rplm,0.6868251149212695,-0.5419853,13479.956464026398,31491.78038602317,-1.2240982752191591,22485.868425024782,Protein specific
uvry,0.6879831804433887,-0.5395548,64.98014337665701,122.82123614928392,-0.9081549493435146,93.90068976297049,unchanged
pfka,0.6881968529911382,-0.5391068,833.560549631009,1448.2088099758691,-0.7961768513728433,1140.8846798034392,unchanged
emra,0.6884518683312744,-0.5385723,8.470820704839303,44.30036216377359,-2.257961229644305,26.38559143430645,Protein specific
basr,0.6891378963944478,-0.5371354,12.048690031391647,13.429504704748394,-0.145116799185756,12.73909736807002,unchanged
ilvd,0.6894523731459287,-0.5364772,504.1361286903567,1198.8925299301227,-1.2481610586107197,851.5143293102396,Protein specific
ydct,0.6895058513311543,-0.5363653,22.092987423610616,23.987386158136143,-0.1137451747200062,23.040186790873378,unchanged
crl,0.6896338048051819,-0.5360976,624.8339856870648,1959.738254180289,-1.6475450471191984,1292.286119933677,Protein specific
artp,0.6897181322876034,-0.5359212,399.50929975345355,588.3996053421989,-0.5574103523032008,493.95445254782624,unchanged
rplq,0.6897407934707439,-0.5358738,6184.852808477858,18397.46214784053,-1.572540772130294,12291.157478159195,Protein specific
slma,0.6905127698431177,-0.53426,68.95257647662109,151.5823536123634,-1.1251390214028572,110.26746504449224,Protein specific
mtnn,0.6908659432531474,-0.5335223,1354.166246657634,2179.5996016760273,-0.6862550420716786,1766.882924166831,unchanged
malt,0.6908918985912114,-0.5334681,23.800536820209345,21.088414448329463,0.1670814860143652,22.4444756342694,unchanged
trmh,0.6922202253406716,-0.530697,12.107566411078732,24.5231686618734,-0.9614075931148024,18.315367536476067,unchanged
cutc,0.692450668690905,-0.5302168,40.61989610191878,77.01378097442503,-0.9064556320100524,58.81683853817191,unchanged
rplf,0.6944147031310557,-0.5261306,8547.49076132926,18103.785134523747,-1.082629415839229,13325.637947926503,Protein specific
clpp,0.6945946000458517,-0.5257569,6198.592719032845,8820.947219750858,-0.5089236879915386,7509.769969391851,unchanged
pqib,0.6954631119787679,-0.5239541,0.661169227,1.059948896,-0.3104094955859854,0.8605590615,unchanged
