gene,regulator,polarity,source,is_global_regulator,is_sigma_factor,deg_source
fxsa,lrp,±,ecocyc_28,yes,no,ceroni_up
gady,gadw,-,ecocyc_28,no,no,ceroni_up
gady,rpos,+,ecocyc_28,no,yes,ceroni_up
gady,rcsb,+,ecocyc_28,yes,no,ceroni_up
gady,gadx,+,ecocyc_28,yes,no,ceroni_up
gady,lrp,+,ecocyc_28,yes,no,ceroni_up
gady,sdia,+,ecocyc_28,no,no,ceroni_up
gady,lldr,+,ecocyc_28_AND_regdb_13,no,no,ceroni_up
gfca,yjjq,-,ecocyc_28_AND_regdb_13,no,no,ceroni_up
gfca,rpod,+,ecocyc_28,no,yes,ceroni_up
glnx,fis,+,ecocyc_28,yes,no,ceroni_up
glnx,rpod,+,ecocyc_28,no,yes,ceroni_up
gloa,mica,-,ecocyc_28,no,no,rajacharya_upregulated
gloa,nemr,-,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
gloa,rutr,-,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
gloa,rpod,+,ecocyc_28,no,yes,rajacharya_upregulated
gros,rpoh,+,ecocyc_28,no,yes,ceroni_up
gros,nac,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
gros,rpod,+,ecocyc_28,no,yes,ceroni_up
gros,lrp,-,ecocyc_28,yes,no,ceroni_up
grpe,rpoh,+,ecocyc_28,no,yes,jovanovic_up
grpe,crp,+,ecocyc_28,yes,no,jovanovic_up
gspc,slya,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
gspc,fur,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
gspc,hns,-,ecocyc_28,yes,no,ceroni_up
gspc,rpod,+,ecocyc_28,no,yes,ceroni_up
gspc,h-ns,-,regdb_13,no,no,ceroni_up
hslv,rpoh,+,ecocyc_28,no,yes,jovanovic_up
htpg,rpoh,+,ecocyc_28,no,yes,ceroni_up
htpg,rpon,+,ecocyc_28,no,yes,ceroni_up
htpg,nac,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
htpg,crp,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
htpg,ascg,-,ecocyc_28_AND_regdb_13,no,no,ceroni_up
hyaa,rpod,+,ecocyc_28,no,yes,ceroni_up
hyaa,rpos,+,ecocyc_28,no,yes,ceroni_up
hyaa,ydeo,+,ecocyc_28_AND_regdb_13,no,no,ceroni_up
hyaa,appy,+,ecocyc_28,no,no,ceroni_up
hyaa,arca,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
hyaa,iscr,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
hyaa,fis,-,ecocyc_28,yes,no,ceroni_up
hyaa,narl,-,ecocyc_28,yes,no,ceroni_up
hyaa,narp,-,ecocyc_28,yes,no,ceroni_up
hycc,mode,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
hycc,rpon,+,ecocyc_28,no,yes,ceroni_up
hycc,ihfa,+,ecocyc_28,yes,no,ceroni_up
hycc,fhla,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
hycc,nsrr,-,ecocyc_28,yes,no,ceroni_up
hycc,ihfb,+,ecocyc_28,yes,no,ceroni_up
hycc,ihf,+,regdb_13,no,no,ceroni_up
ibpa,ibpa,-,ecocyc_28,no,no,ceroni_up
ibpa,nac,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
ibpa,rpoh,+,ecocyc_28,no,yes,ceroni_up
ibpa,lrp,+,ecocyc_28,yes,no,ceroni_up
ibpa,small heat shock protein ibpa,-,regdb_13,no,no,ceroni_up
ibpb,rpoh,+,ecocyc_28,no,yes,ceroni_up-vazulka_up
ibpb,rpon,+,ecocyc_28,no,yes,ceroni_up-vazulka_up
ibpb,ihfa,+,ecocyc_28,yes,no,ceroni_up-vazulka_up
ibpb,ibpa,-,ecocyc_28,no,no,ceroni_up-vazulka_up
ibpb,lrp,+,ecocyc_28,yes,no,ceroni_up-vazulka_up
ibpb,ihfb,+,ecocyc_28,yes,no,ceroni_up-vazulka_up
ilvl,ihfb,±,ecocyc_28,yes,no,jovanovic_up
ilvl,ihfa,±,ecocyc_28,yes,no,jovanovic_up
ilvl,rpod,+,ecocyc_28,no,yes,jovanovic_up
ilvl,nac,+,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
ilvl,lrp,±,ecocyc_28,yes,no,jovanovic_up
ilvl,gcvb,-,ecocyc_28,yes,no,jovanovic_up
ilvl,ihf,±,regdb_13,no,no,jovanovic_up
laca,crp,±,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
laca,rpod,+,ecocyc_28,no,yes,ceroni_up
laca,laci,-,ecocyc_28_AND_regdb_13,no,no,ceroni_up
laca,hns,-,ecocyc_28,yes,no,ceroni_up
laca,mara,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
laca,h-ns,-,regdb_13,no,no,ceroni_up
lacy,crp,±,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
lacy,rpod,+,ecocyc_28,no,yes,ceroni_up
lacy,laci,-,ecocyc_28_AND_regdb_13,no,no,ceroni_up
lacy,hns,-,ecocyc_28,yes,no,ceroni_up
lacy,mara,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
lacy,h-ns,-,regdb_13,no,no,ceroni_up
lacz,crp,±,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
lacz,rpod,+,ecocyc_28,no,yes,ceroni_up
lacz,laci,-,ecocyc_28_AND_regdb_13,no,no,ceroni_up
lacz,hns,-,ecocyc_28,yes,no,ceroni_up
lacz,mara,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
lacz,h-ns,-,regdb_13,no,no,ceroni_up
leul,nac,+,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
leul,leuo,+,ecocyc_28,no,no,jovanovic_up
leul,lrp,+,ecocyc_28,yes,no,jovanovic_up
leul,rpod,+,ecocyc_28,no,yes,jovanovic_up
lon,rpoh,+,ecocyc_28,no,yes,jovanovic_up
lon,gadx,+,ecocyc_28,yes,no,jovanovic_up
lon,rpoe,+,ecocyc_28,no,yes,jovanovic_up
lon,rpod,+,ecocyc_28,no,yes,jovanovic_up
lsrf,lsrr,-,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
lsrf,crp,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
lsrf,rpos,+,ecocyc_28,no,yes,rajacharya_upregulated
metn,metj,-,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
metn,hypt,+,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
metn,rpod,+,ecocyc_28,no,yes,rajacharya_upregulated
mgta,zrar,+,ecocyc_28,no,no,vazulka_up
mgta,rpod,+,ecocyc_28,no,yes,vazulka_up
mgta,phop,+,ecocyc_28_AND_regdb_13,no,no,vazulka_up
mhpe,crp,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
mhpe,mhpr,+,ecocyc_28_AND_regdb_13,no,no,ceroni_up
mhpe,rpod,+,ecocyc_28,no,yes,ceroni_up
mqo,fur,-,ecocyc_28,yes,no,rajacharya_upregulated
mqo,arca,-,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
mqo,lrp,-,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
msyb,rpos,+,ecocyc_28,no,yes,jovanovic_up
murg,pdhr,-,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
murg,lexa,-,ecocyc_28,yes,no,jovanovic_up
murg,mraz,-,ecocyc_28_AND_regdb_13,no,no,jovanovic_up
murg,rpod,+,ecocyc_28,no,yes,jovanovic_up
nikc,rpon,+,ecocyc_28,no,yes,ceroni_up
nikc,cra,+,ecocyc_28,yes,no,ceroni_up
nikc,nikr,-,ecocyc_28_AND_regdb_13,no,no,ceroni_up
nikc,narl,-,ecocyc_28,yes,no,ceroni_up
nikc,fnr,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
nike,rpon,+,ecocyc_28,no,yes,jovanovic_up
nike,cra,+,ecocyc_28,yes,no,jovanovic_up
nike,nikr,-,ecocyc_28_AND_regdb_13,no,no,jovanovic_up
nike,narl,-,ecocyc_28,yes,no,jovanovic_up
nike,fnr,+,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
nrfg,ihfb,±,ecocyc_28,yes,no,ceroni_up
nrfg,ihfa,±,ecocyc_28,yes,no,ceroni_up
nrfg,rpod,+,ecocyc_28,no,yes,ceroni_up
nrfg,flhd,+,ecocyc_28,yes,no,ceroni_up
nrfg,nac,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
nrfg,flhc,+,ecocyc_28,yes,no,ceroni_up
nrfg,narl,±,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
nrfg,fis,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
nrfg,nsrr,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
nrfg,fnr,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
nrfg,narp,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
nrfg,ihf,±,regdb_13,no,no,ceroni_up
oppc,mode,-,ecocyc_28,yes,no,jovanovic_up
oppc,flia,+,ecocyc_28,no,yes,jovanovic_up
oppc,nac,-,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
oppc,fur,-,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
oppc,arca,-,ecocyc_28,yes,no,jovanovic_up
oppc,gcvb,-,ecocyc_28,yes,no,jovanovic_up
oppc,lrp,-,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
oppf,mode,-,ecocyc_28,yes,no,jovanovic_up
oppf,flia,+,ecocyc_28,no,yes,jovanovic_up
oppf,fur,±,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
oppf,arca,-,ecocyc_28,yes,no,jovanovic_up
oppf,gcvb,-,ecocyc_28,yes,no,jovanovic_up
oppf,lrp,-,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
polb,lexa,-,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
polb,rpod,+,ecocyc_28,no,yes,jovanovic_up
poxb,soxs,+,ecocyc_28,yes,no,rajacharya_upregulated
poxb,rpod,+,ecocyc_28,no,yes,rajacharya_upregulated
poxb,rpos,+,ecocyc_28,no,yes,rajacharya_upregulated
poxb,narl,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
poxb,cra,+,ecocyc_28,yes,no,rajacharya_upregulated
poxb,oxyr,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
poxb,nsrr,-,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
poxb,fnr,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
poxb,mara,+,ecocyc_28,yes,no,rajacharya_upregulated
poxb,narp,+,ecocyc_28,yes,no,rajacharya_upregulated
pspa,ihfa,+,ecocyc_28,yes,no,jovanovic_up
pspa,rpon,+,ecocyc_28,no,yes,jovanovic_up
pspa,pspf,+,ecocyc_28_AND_regdb_13,no,no,jovanovic_up
pspa,ihfb,+,ecocyc_28,yes,no,jovanovic_up
pspa,ihf,+,regdb_13,no,no,jovanovic_up
pspf,pspf,-,ecocyc_28_AND_regdb_13,no,no,jovanovic_up
pspf,rpod,+,ecocyc_28,no,yes,jovanovic_up
qseb,rpod,+,ecocyc_28,no,yes,ceroni_up
qseb,qseb,+,ecocyc_28_AND_regdb_13,no,no,ceroni_up
qseb,basr,+,ecocyc_28_AND_regdb_13,no,no,ceroni_up
qseb,lrp,-,ecocyc_28,yes,no,ceroni_up
rclc,rclr,+,ecocyc_28_AND_regdb_13,no,no,ceroni_up
rclc,rpoe,+,ecocyc_28,no,yes,ceroni_up
rsea,glng,+,ecocyc_28,yes,no,rajacharya_upregulated
rsea,rpon,+,ecocyc_28,no,yes,rajacharya_upregulated
rsea,rpod,+,ecocyc_28,no,yes,rajacharya_upregulated
rsea,rpos,+,ecocyc_28,no,yes,rajacharya_upregulated
rsea,ihfb,-,ecocyc_28,yes,no,rajacharya_upregulated
rsea,rcsb,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
rsea,crp,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
rsea,ihfa,-,ecocyc_28,yes,no,rajacharya_upregulated
rsea,dksa,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
rsea,rpoe,+,ecocyc_28,no,yes,rajacharya_upregulated
rsea,lrp,+,ecocyc_28,yes,no,rajacharya_upregulated
rsea,cpxr,-,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
rsea,glrr,+,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
rsea,ntrc,+,regdb_13,no,no,rajacharya_upregulated
rsta,arca,+,ecocyc_28_AND_regdb_13,yes,no,vazulka_up
rsta,phop,+,ecocyc_28_AND_regdb_13,no,no,vazulka_up
rstb,phop,+,ecocyc_28_AND_regdb_13,no,no,vazulka_up
trpc,trpr,-,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
trpc,gcvb,-,ecocyc_28,yes,no,rajacharya_upregulated
trpc,rpod,+,ecocyc_28,no,yes,rajacharya_upregulated
trpc,rydc,+,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
trpr,trpr,-,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
trpr,rpod,+,ecocyc_28,no,yes,rajacharya_upregulated
ubig,crp,+,ecocyc_28,yes,no,rajacharya_upregulated
ubig,rpod,+,ecocyc_28,no,yes,rajacharya_upregulated
ulaf,rpod,+,ecocyc_28,no,yes,ceroni_up
ulaf,ihfb,-,ecocyc_28,yes,no,ceroni_up
ulaf,crp,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
ulaf,ihfa,-,ecocyc_28,yes,no,ceroni_up
ulaf,ular,-,ecocyc_28_AND_regdb_13,no,no,ceroni_up
uxac,rpod,+,ecocyc_28,no,yes,rajacharya_upregulated
uxac,crp,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
uxac,fur,+,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
uxac,nac,-,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
uxac,exur,-,ecocyc_28,no,no,rajacharya_upregulated
uxac,kdpe,+,ecocyc_28,no,no,rajacharya_upregulated
uxac,fnr,+,ecocyc_28,yes,no,rajacharya_upregulated
wzc,rpod,+,ecocyc_28,no,yes,ceroni_up
wzc,rcsb,+,ecocyc_28,yes,no,ceroni_up
wzc,nac,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
wzc,rpoe,+,ecocyc_28,no,yes,ceroni_up
wzc,rcsa,+,ecocyc_28,no,no,ceroni_up
wzc,rcsab,+,regdb_13,no,no,ceroni_up
yaau,rpon,+,ecocyc_28,no,yes,ceroni_up
yaau,argr,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
yafc,nac,-,ecocyc_28_AND_regdb_13,yes,no,rajacharya_upregulated
ybck,nac,+,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
ybcv,nac,-,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
ybcv,pdhr,+,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
ybed,rpoh,+,ecocyc_28,no,yes,jovanovic_up
ybed,rpod,+,ecocyc_28,no,yes,jovanovic_up
ybjx,nac,-,ecocyc_28_AND_regdb_13,yes,no,vazulka_up
ybjx,lrp,+,ecocyc_28,yes,no,vazulka_up
ycbv,glar,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
yccm,nac,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
ycjf,rpoh,+,ecocyc_28,no,yes,jovanovic_up
ycjf,pgrr,-,ecocyc_28_AND_regdb_13,no,no,jovanovic_up
ycjx,rpoh,+,ecocyc_28,no,yes,jovanovic_up
ycjx,pgrr,-,ecocyc_28_AND_regdb_13,no,no,jovanovic_up
yehl,lrp,-,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
ygce,nac,-,ecocyc_28_AND_regdb_13,yes,no,jovanovic_up
yial,crp,±,ecocyc_28_AND_regdb_13,yes,no,ceroni_up
yial,rpod,+,ecocyc_28,no,yes,ceroni_up
yial,ihfa,+,ecocyc_28,yes,no,ceroni_up
yial,rpoe,+,ecocyc_28,no,yes,ceroni_up
yial,plar,-,ecocyc_28_AND_regdb_13,no,no,ceroni_up
yial,ihfb,+,ecocyc_28,yes,no,ceroni_up
yial,ihf,+,regdb_13,no,no,ceroni_up
yrfg,rpoh,+,ecocyc_28,no,yes,jovanovic_up
ytfq,arac,-,ecocyc_28_AND_regdb_13,no,no,rajacharya_upregulated
